Line#,Date,"Temperature (S-THB 20148981:20147576-1), *C, USDA-WS6","PAR (S-LIA 20148981:20140001-1), uE, USDA-WS6","RH (S-THB 20148981:20147576-2), %, USDA-WS6","Temperature (S-TMB 20148981:20130466-1), *C, USDA-WS6","Solar Radiation (S-LIB 20148981:20142891-1), W/m^2, USDA-WS6","Dew Point (S-THB 20148981:20147576-3), *C, USDA-WS6","Water Content (S-SMD 20148981:20152203-1), m^3/m^3, USDA-WS6","Rain (S-RGB 20148981:20148771-1), mm, USDA-WS6","Battery (RX3000 BATTERY 20148981:20148981-B), V, USDA-WS6"
1219,04/28/18 03:40:00,23.45,89,83.3,21.75,43,20.48,0.4373,0,4.398
1220,04/28/18 03:45:00,23.23,79,84.4,21.75,38,20.48,0.4367,0,4.417
1221,04/28/18 03:50:00,23.02,66,84.7,21.75,32,20.33,0.4367,0,4.444
1222,04/28/18 03:55:00,23.04,59,84.4,21.72,28,20.29,0.4373,0,4.457
1223,04/28/18 04:00:00,22.9,54,85,21.7,26,20.27,0.4367,0,4.448
1224,04/28/18 04:05:00,22.92,54,84.5,21.68,27,20.19,0.4367,0,4.436
1225,04/28/18 04:10:00,22.92,46,84.2,21.68,24,20.14,0.4367,0,4.43
1226,04/28/18 04:15:00,22.7,39,86.2,21.65,21,20.31,0.4367,0,4.424
1227,04/28/18 04:20:00,22.37,29,87.8,21.63,16,20.27,0.4367,0,4.42
1228,04/28/18 04:25:00,22.23,21,89.2,21.63,11,20.39,0.4367,0,4.414
1229,04/28/18 04:30:00,22.11,11,90.2,21.6,7,20.45,0.4367,0,4.411
1230,04/28/18 04:35:00,21.87,6,91.6,21.58,3,20.46,0.4367,0,4.408
1231,04/28/18 04:40:00,21.72,1,91.8,21.56,1,20.36,0.4367,0,4.403
1232,04/28/18 04:45:00,21.91,1,90.4,21.53,1,20.3,0.4367,0,4.402
1233,04/28/18 04:50:00,21.56,1,91.8,21.53,1,20.19,0.4367,0,4.398
1234,04/28/18 04:55:00,21.53,1,91.4,21.51,1,20.1,0.4367,0,4.397
1235,04/28/18 05:00:00,21.41,1,92,21.49,1,20.09,0.4367,0,4.394
1236,04/28/18 05:05:00,21.37,1,91.9,21.46,1,20.02,0.4367,0,4.392
1237,04/28/18 05:10:00,21.46,1,91.6,21.44,1,20.06,0.4367,0,4.391
1238,04/28/18 05:15:00,21.34,1,91.9,21.44,1,20,0.4367,0,4.389
1239,04/28/18 05:20:00,21.25,1,92.2,21.41,1,19.96,0.4367,0,4.388
1240,04/28/18 05:25:00,21.1,1,92.7,21.39,1,19.9,0.4367,0,4.386
1241,04/28/18 05:30:00,20.98,1,93.1,21.37,1,19.85,0.4367,0,4.385
1242,04/28/18 05:35:00,20.82,1,94,21.37,1,19.84,0.4367,0,4.383
1243,04/28/18 05:40:00,20.67,1,94.7,21.34,1,19.82,0.4367,0,4.382
1244,04/28/18 05:45:00,20.63,1,95.2,21.32,1,19.86,0.4367,0,4.38
1245,04/28/18 05:50:00,20.63,1,95.4,21.32,1,19.89,0.436,0,4.38
1246,04/28/18 05:55:00,20.67,1,95.3,21.29,1,19.92,0.4367,0,4.379
1247,04/28/18 06:00:00,20.67,1,95.3,21.27,1,19.92,0.4367,0,4.377
1248,04/28/18 06:05:00,20.67,1,95.3,21.25,1,19.92,0.436,0,4.377
1249,04/28/18 06:10:00,20.58,1,95.6,21.22,1,19.88,0.4367,0,4.376
1250,04/28/18 06:15:00,20.58,1,95.8,21.22,1,19.91,0.4367,0,4.376
1251,04/28/18 06:20:00,20.53,1,95.9,21.2,1,19.88,0.436,0,4.374
1252,04/28/18 06:25:00,20.56,1,96.3,21.2,1,19.97,0.4367,0,4.37
1253,04/28/18 06:30:00,20.6,1,96.4,21.2,1,20.04,0.4367,0,4.349
1254,04/28/18 06:35:00,20.63,1,96.6,21.17,1,20.09,0.436,0,4.337
1255,04/28/18 06:40:00,20.56,1,96.7,21.17,1,20.04,0.4367,0,4.346
1256,04/28/18 06:45:00,20.51,1,96.8,21.15,1,20.01,0.436,0,4.349
1257,04/28/18 06:50:00,20.41,1,96.8,21.15,1,19.91,0.436,0,4.352
1258,04/28/18 06:55:00,20.29,1,96.7,21.15,1,19.78,0.4367,0,4.352
1259,04/28/18 07:00:00,20.44,1,96.2,21.15,1,19.84,0.436,0,4.353
1260,04/28/18 07:05:00,20.58,1,94.6,21.15,1,19.71,0.4367,0,4.355
1261,04/28/18 07:10:00,20.56,1,94.5,21.15,1,19.67,0.4367,0,4.356
1262,04/28/18 07:15:00,20.53,1,94.4,21.15,1,19.63,0.4367,0,4.356
1263,04/28/18 07:20:00,20.41,1,94.4,21.1,1,19.51,0.436,0,4.356
1264,04/28/18 07:25:00,20.41,1,94.6,21.08,1,19.54,0.4367,0,4.356
1265,04/28/18 07:30:00,20.36,1,94.7,21.06,1,19.51,0.4367,0,4.358
1266,04/28/18 07:35:00,20.34,1,94.9,21.06,1,19.52,0.436,0,4.356
1267,04/28/18 07:40:00,20.25,1,95.4,21.03,1,19.51,0.4367,0,4.356
1268,04/28/18 07:45:00,20.22,1,95.7,21.01,1,19.54,0.436,0,4.358
1269,04/28/18 07:50:00,20.39,1,95.7,21.01,1,19.7,0.436,0,4.356
1270,04/28/18 07:55:00,20.56,1,95.2,21.01,1,19.79,0.436,0,4.356
1271,04/28/18 08:00:00,20.58,1,95,20.98,1,19.78,0.436,0,4.356
1272,04/28/18 08:05:00,20.53,1,95,20.98,1,19.73,0.436,0,4.356
1273,04/28/18 08:10:00,20.41,1,95.2,20.98,1,19.64,0.436,0,4.356
1274,04/28/18 08:15:00,20.27,1,95.8,20.98,1,19.6,0.436,0,4.355
1275,04/28/18 08:20:00,20.51,1,95.9,20.98,1,19.86,0.436,0,4.355
1276,04/28/18 08:25:00,20.58,1,95.4,20.96,1,19.84,0.436,0,4.355
1277,04/28/18 08:30:00,20.7,1,95,20.98,1,19.89,0.436,0,4.353
1278,04/28/18 08:35:00,20.48,1,95.3,20.96,1,19.73,0.436,0,4.353
1279,04/28/18 08:40:00,20.44,1,95.4,20.98,1,19.7,0.436,0,4.353
1280,04/28/18 08:45:00,20.53,1,95.3,20.96,1,19.78,0.436,0,4.353
1281,04/28/18 08:50:00,20.34,1,95.4,20.96,1,19.61,0.4353,0,4.353
1282,04/28/18 08:55:00,20.39,1,95.3,20.96,1,19.64,0.436,0,4.353
1283,04/28/18 09:00:00,20.44,1,94.8,20.96,1,19.6,0.436,0,4.353
1284,04/28/18 09:05:00,20.41,1,94.6,20.94,1,19.54,0.4353,0,4.352
1285,04/28/18 09:10:00,20.51,1,94.8,20.94,1,19.67,0.436,0,4.352
1286,04/28/18 09:15:00,21.15,1,92.6,20.91,1,19.93,0.4353,0,4.352
1287,04/28/18 09:20:00,21.13,1,92.2,20.89,1,19.84,0.4353,0,4.352
1288,04/28/18 09:25:00,20.91,1,93,20.89,1,19.76,0.436,0,4.352
1289,04/28/18 09:30:00,20.98,1,92.8,20.89,1,19.8,0.4353,0,4.352
1290,04/28/18 09:35:00,20.82,1,93.5,20.86,1,19.76,0.4353,0,4.352
1291,04/28/18 09:40:00,20.41,1,94.7,20.89,1,19.56,0.4353,0,4.352
1292,04/28/18 09:45:00,20.34,1,95,20.89,1,19.54,0.4353,0,4.352
1293,04/28/18 09:50:00,20.17,1,96.1,20.86,1,19.56,0.4353,0,4.352
1294,04/28/18 09:55:00,20.1,1,96.1,20.86,1,19.49,0.436,0,4.352
1295,04/28/18 10:00:00,20.17,1,95.7,20.86,1,19.49,0.436,0,4.352
1296,04/28/18 10:05:00,20.46,1,93.9,20.86,1,19.47,0.4353,0,4.352
1297,04/28/18 10:10:00,20.44,1,92.4,20.84,1,19.19,0.4353,0,4.352
1298,04/28/18 10:15:00,20.32,1,91.7,20.79,1,18.95,0.4353,0,4.35
1299,04/28/18 10:20:00,20.22,1,91.3,20.77,1,18.78,0.4353,0,4.35
1300,04/28/18 10:25:00,20.08,1,92,20.75,1,18.76,0.4353,0,4.347
1301,04/28/18 10:30:00,19.89,1,92.9,20.72,1,18.73,0.4353,0,4.326
1302,04/28/18 10:35:00,20.08,1,92.2,20.72,1,18.8,0.4346,0,4.316
1303,04/28/18 10:40:00,19.86,1,92.7,20.67,1,18.67,0.4353,0,4.323
1304,04/28/18 10:45:00,20.2,1,90.8,20.63,1,18.67,0.4353,0,4.328
1305,04/28/18 10:50:00,20.01,1,91.7,20.63,1,18.64,0.4346,0,4.332
1306,04/28/18 10:55:00,20.01,1,92.1,20.63,1,18.71,0.4353,0,4.334
1307,04/28/18 11:00:00,19.86,1,92.6,20.6,1,18.65,0.4353,0,4.337
1308,04/28/18 11:05:00,19.84,1,92.4,20.6,1,18.6,0.4346,0,4.338
1309,04/28/18 11:10:00,19.82,1,92.1,20.6,1,18.52,0.4353,0,4.338
1310,04/28/18 11:15:00,19.86,1,92.1,20.6,1,18.57,0.4346,0,4.34
1311,04/28/18 11:20:00,19.82,1,91.5,20.58,1,18.42,0.4346,0,4.34
1312,04/28/18 11:25:00,19.91,1,91.3,20.56,1,18.48,0.4353,0,4.34
1313,04/28/18 11:30:00,19.94,1,90.8,20.53,1,18.41,0.4353,0,4.341
1314,04/28/18 11:35:00,19.89,1,90.6,20.51,1,18.33,0.4346,0,4.341
1315,04/28/18 11:40:00,19.72,1,91.6,20.51,1,18.34,0.4353,0,4.341
1316,04/28/18 11:45:00,19.6,1,92.2,20.48,1,18.33,0.4353,0,4.341
1317,04/28/18 11:50:00,19.91,1,90.6,20.46,1,18.35,0.4346,0,4.343
1318,04/28/18 11:55:00,19.84,1,91,20.46,1,18.35,0.4346,0,4.343
1319,04/28/18 12:00:00,19.96,1,90.2,20.46,1,18.33,0.4346,0,4.343
1320,04/28/18 12:05:00,20.2,1,89,20.44,1,18.35,0.4346,0,4.343
1321,04/28/18 12:10:00,19.94,1,89.7,20.44,1,18.22,0.4346,0,4.341
1322,04/28/18 12:15:00,19.79,1,90.3,20.41,1,18.18,0.4346,0,4.343
1323,04/28/18 12:20:00,19.63,1,90.9,20.41,1,18.12,0.4346,0,4.343
1324,04/28/18 12:25:00,19.58,1,91.5,20.41,1,18.18,0.4346,0,4.343
1325,04/28/18 12:30:00,19.37,1,92.7,20.41,1,18.18,0.4339,0,4.343
1326,04/28/18 12:35:00,19.34,1,93.5,20.39,1,18.29,0.4339,0,4.343
1327,04/28/18 12:40:00,19.48,1,93.2,20.39,1,18.38,0.4339,0,4.343
1328,04/28/18 12:45:00,19.27,1,93.6,20.39,1,18.24,0.4339,0,4.343
1329,04/28/18 12:50:00,19.41,1,93.6,20.39,1,18.38,0.4339,0,4.343
1330,04/28/18 12:55:00,19.44,1,93.7,20.39,1,18.42,0.4346,0,4.343
1331,04/28/18 13:00:00,19.6,1,93.5,20.39,1,18.55,0.4339,0,4.341
1332,04/28/18 13:05:00,19.65,1,93.8,20.39,1,18.65,0.4339,0,4.341
1333,04/28/18 13:10:00,19.67,1,94.2,20.41,1,18.74,0.4346,0,4.341
1334,04/28/18 13:15:00,19.72,1,93.8,20.41,1,18.72,0.4339,0,4.341
1335,04/28/18 13:20:00,20.17,1,91.9,20.39,1,18.84,0.4339,0,4.341
1336,04/28/18 13:25:00,20.15,1,92.2,20.39,1,18.87,0.4339,0,4.341
1337,04/28/18 13:30:00,20.1,1,92.9,20.39,1,18.94,0.4339,0,4.341
1338,04/28/18 13:35:00,20.22,1,92.5,20.41,1,18.99,0.4339,0,4.341
1339,04/28/18 13:40:00,20.2,1,92.8,20.44,1,19.02,0.4346,0,4.341
1340,04/28/18 13:45:00,20.27,1,92.5,20.41,1,19.04,0.4346,0,4.341
1341,04/28/18 13:50:00,20.27,1,92.8,20.44,1,19.09,0.4339,0,4.341
1342,04/28/18 13:55:00,20.36,1,92.4,20.44,1,19.12,0.4346,0,4.341
1343,04/28/18 14:00:00,20.39,1,92,20.44,1,19.07,0.4353,0,4.341
1344,04/28/18 14:05:00,20.44,1,92,20.46,1,19.12,0.4346,0,4.341
1345,04/28/18 14:10:00,20.44,1,92.3,20.46,1,19.17,0.4346,0,4.34
1346,04/28/18 14:15:00,20.46,1,92.4,20.46,1,19.21,0.4346,0,4.341
1347,04/28/18 14:20:00,20.41,1,92.8,20.48,1,19.23,0.4339,0,4.341
1348,04/28/18 14:25:00,20.39,1,93.2,20.48,1,19.28,0.4346,0,4.338
1349,04/28/18 14:30:00,20.36,1,93.4,20.48,1,19.29,0.4346,0,4.317
1350,04/28/18 14:35:00,20.29,1,93.5,20.51,1,19.24,0.4339,0,4.305
1351,04/28/18 14:40:00,20.29,1,93.8,20.53,1,19.29,0.4339,0,4.314
1352,04/28/18 14:45:00,20.34,1,93.8,20.53,1,19.33,0.4339,0,4.32
1353,04/28/18 14:50:00,20.25,1,94.4,20.56,1,19.34,0.4339,0,4.323
1354,04/28/18 14:55:00,20.25,1,94.6,20.56,1,19.38,0.4346,0,4.326
1355,04/28/18 15:00:00,20.29,1,94.4,20.58,1,19.39,0.4339,0,4.328
1356,04/28/18 15:05:00,20.34,1,94.1,20.58,1,19.39,0.4339,0,4.329
1357,04/28/18 15:10:00,20.34,1,94.2,20.58,1,19.4,0.4346,0,4.331
1358,04/28/18 15:15:00,20.46,1,94.1,20.6,1,19.5,0.4339,0,4.332
1359,04/28/18 15:20:00,20.39,1,94,20.58,1,19.42,0.4339,0,4.332
1360,04/28/18 15:25:00,20.56,1,93,20.58,1,19.41,0.4339,0,4.334
1361,04/28/18 15:30:00,20.56,1,92.6,20.56,1,19.34,0.4339,0,4.334
1362,04/28/18 15:35:00,20.65,1,91.7,20.56,1,19.28,0.4332,0,4.335
1363,04/28/18 15:40:00,20.77,1,91.5,20.53,1,19.36,0.4339,0,4.335
1364,04/28/18 15:45:00,20.75,1,91.7,20.53,1,19.37,0.4339,0,4.335
1365,04/28/18 15:50:00,20.63,1,92.2,20.53,1,19.34,0.4332,0,4.335
1366,04/28/18 15:55:00,20.7,1,92.8,20.53,1,19.52,0.4339,0,4.335
1367,04/28/18 16:00:00,20.75,1,92.5,20.53,1,19.51,0.4339,0,4.335
1368,04/28/18 16:05:00,20.53,4,93.1,20.56,2,19.4,0.4332,0,4.337
1369,04/28/18 16:10:00,20.44,6,93.4,20.58,3,19.36,0.4339,0,4.337
1370,04/28/18 16:15:00,20.53,9,93.9,20.58,6,19.54,0.4339,0,4.338
1371,04/28/18 16:20:00,20.63,6,93.7,20.58,3,19.6,0.4332,0,4.34
1372,04/28/18 16:25:00,20.75,6,93.3,20.58,3,19.65,0.4332,0,4.343
1373,04/28/18 16:30:00,20.82,11,92.7,20.58,6,19.62,0.4332,0,4.344
1374,04/28/18 16:35:00,20.7,14,92.9,20.6,7,19.53,0.4332,0,4.347
1375,04/28/18 16:40:00,20.7,19,93.1,20.6,9,19.57,0.4339,0,4.35
1376,04/28/18 16:45:00,20.75,39,92.9,20.63,18,19.58,0.4339,0,4.358
1377,04/28/18 16:50:00,20.77,61,93.1,20.63,28,19.64,0.4332,0,4.368
1378,04/28/18 16:55:00,20.65,71,93.9,20.65,33,19.66,0.4339,0,4.389
1379,04/28/18 17:00:00,20.56,96,94.6,20.65,44,19.68,0.4332,0,4.411
1380,04/28/18 17:05:00,20.79,111,94.7,20.67,51,19.94,0.4332,0,4.444
1381,04/28/18 17:10:00,20.98,101,93.8,20.67,46,19.97,0.4332,0,4.457
1382,04/28/18 17:15:00,21.01,59,93.6,20.7,28,19.96,0.4332,0,4.453
1383,04/28/18 17:20:00,20.96,96,93.6,20.7,44,19.92,0.4332,0,4.442
1384,04/28/18 17:25:00,21.08,89,93.3,20.72,42,19.98,0.4332,0,4.432
1385,04/28/18 17:30:00,21.1,44,93.1,20.72,22,19.97,0.4332,0,4.424
1386,04/28/18 17:35:00,21.13,74,93.3,20.75,36,20.03,0.4332,0,4.418
1387,04/28/18 17:40:00,21.13,86,94,20.75,41,20.15,0.4339,0,4.412
1388,04/28/18 17:45:00,21.06,106,94.3,20.77,49,20.13,0.4332,0,4.408
1389,04/28/18 17:50:00,21.13,106,94.8,20.77,48,20.29,0.4332,0,4.402
1390,04/28/18 17:55:00,21.22,79,94.7,20.79,37,20.37,0.4339,0,4.4
1391,04/28/18 18:00:00,21.2,119,94.3,20.79,53,20.27,0.4332,0,4.42
1392,04/28/18 18:05:00,21.29,166,94.6,20.82,73,20.42,0.4332,0,4.453
1393,04/28/18 18:10:00,21.34,119,94.5,20.84,54,20.45,0.4332,0,4.468
1394,04/28/18 18:15:00,21.37,124,94.6,20.86,58,20.49,0.4332,0,4.459
1395,04/28/18 18:20:00,21.58,156,94.1,20.86,74,20.62,0.4332,0,4.447
1396,04/28/18 18:25:00,21.63,159,94.1,20.89,77,20.67,0.4339,0,4.432
1397,04/28/18 18:30:00,21.72,216,93.8,20.89,101,20.71,0.4332,0,4.406
1398,04/28/18 18:35:00,21.89,199,93.1,20.91,92,20.75,0.4332,0,4.395
1399,04/28/18 18:40:00,22.2,251,93,20.94,113,21.04,0.4339,0,4.438
1400,04/28/18 18:45:00,22.2,221,92.3,20.96,99,20.92,0.4332,0,4.48
1401,04/28/18 18:50:00,22.3,176,92.2,20.98,79,21,0.4332,0,4.475
1402,04/28/18 18:55:00,22.51,176,92,21.01,79,21.18,0.4339,0,4.46
1403,04/28/18 19:00:00,22.49,174,91.7,21.03,79,21.1,0.4332,0,4.451
1404,04/28/18 19:05:00,22.23,189,92.2,21.06,87,20.93,0.4332,0,4.442
1405,04/28/18 19:10:00,22.32,129,93.1,21.06,63,21.18,0.4332,0,4.436
1406,04/28/18 19:15:00,22.27,94,92.3,21.06,47,20.99,0.4332,0,4.429
1407,04/28/18 19:20:00,22.18,114,92.5,21.08,54,20.93,0.4332,0,4.423
1408,04/28/18 19:25:00,22.06,179,92.7,21.08,84,20.85,0.4339,0,4.418
1409,04/28/18 19:30:00,22.27,229,93,21.08,111,21.11,0.4339,0,4.414
1410,04/28/18 19:35:00,22.2,474,93.6,21.1,221,21.15,0.4332,0,4.411
1411,04/28/18 19:40:00,22.61,519,94,21.15,241,21.62,0.4339,0,4.406
1412,04/28/18 19:45:00,22.9,444,93.7,21.2,204,21.86,0.4339,0,4.402
1413,04/28/18 19:50:00,22.9,386,91.5,21.22,178,21.47,0.4339,0,4.398
1414,04/28/18 19:55:00,22.97,401,91.1,21.27,184,21.47,0.4339,0,4.429
1415,04/28/18 20:00:00,23.06,444,88.2,21.29,206,21.03,0.4339,0,4.469
1416,04/28/18 20:05:00,23.45,479,87.5,21.32,223,21.28,0.4332,0,4.472
1417,04/28/18 20:10:00,23.47,609,85.6,21.34,284,20.95,0.4339,0,4.456
1418,04/28/18 20:15:00,23.88,749,84.5,21.37,349,21.14,0.4339,0,4.445
1419,04/28/18 20:20:00,24.17,884,83.1,21.39,411,21.15,0.4332,0,4.439
1420,04/28/18 20:25:00,23.98,981,82.9,21.41,458,20.92,0.4332,0,4.43
1421,04/28/18 20:30:00,24.41,814,83.4,21.41,377,21.44,0.4332,0,4.426
1422,04/28/18 20:35:00,24.39,939,80.2,21.46,436,20.78,0.4332,0,4.42
1423,04/28/18 20:40:00,24.73,1051,80.6,21.49,489,21.19,0.4332,0,4.415
1424,04/28/18 20:45:00,24.73,1041,80.1,21.53,479,21.09,0.4332,0,4.411
1425,04/28/18 20:50:00,24.92,989,83.2,21.56,463,21.9,0.4325,0,4.408
1426,04/28/18 20:55:00,24.51,571,82.1,21.6,274,21.28,0.4339,0,4.403
1427,04/28/18 21:00:00,24.46,596,81,21.6,279,21.01,0.4332,0,4.4
1428,04/28/18 21:05:00,24.29,511,81.9,21.6,239,21.03,0.4325,0,4.429
1429,04/28/18 21:10:00,24.1,669,83.6,21.63,308,21.17,0.4332,0,4.471
1430,04/28/18 21:15:00,24.46,824,83.3,21.65,377,21.47,0.4325,0,4.474
1431,04/28/18 21:20:00,24.36,904,84.1,21.68,413,21.53,0.4325,0,4.457
1432,04/28/18 21:25:00,24.41,1046,85.9,21.7,477,21.93,0.4332,0,4.447
1433,04/28/18 21:30:00,24.44,1019,86.9,21.75,461,22.14,0.4325,0,4.438
1434,04/28/18 21:35:00,24.51,889,87.2,21.8,403,22.27,0.4317,0,4.432
1435,04/28/18 21:40:00,24.51,966,87.6,21.84,437,22.34,0.4325,0,4.424
1436,04/28/18 21:45:00,24.92,1021,88.3,21.89,459,22.88,0.4325,0,4.42
1437,04/28/18 21:50:00,24.63,999,85.7,21.94,446,22.1,0.4325,0,4.414
1438,04/28/18 21:55:00,24.32,716,87.8,21.96,326,22.19,0.4325,0,4.411
1439,04/28/18 22:00:00,24.12,754,89.4,21.96,337,22.3,0.4317,0,4.406
1440,04/28/18 22:05:00,24.1,604,89.9,21.96,272,22.37,0.431,0,4.402
1441,04/28/18 22:10:00,24.07,326,89.9,21.96,156,22.34,0.4317,0,4.398
1442,04/28/18 22:15:00,23.57,476,91.4,21.94,218,22.11,0.431,0,4.438
1443,04/28/18 22:20:00,23.66,374,92.6,21.94,172,22.42,0.431,0,4.471
1444,04/28/18 22:25:00,23.35,444,92.3,21.94,201,22.06,0.431,0,4.463
1445,04/28/18 22:30:00,23.59,291,92.5,21.91,132,22.33,0.431,0,4.43
1446,04/28/18 22:35:00,23.52,346,92.6,21.91,157,22.28,0.431,0,4.4
1447,04/28/18 22:40:00,23.69,431,92.8,21.91,193,22.48,0.4317,0,4.4
1448,04/28/18 22:45:00,23.79,324,92,21.91,148,22.44,0.431,0,4.406
1449,04/28/18 22:50:00,23.71,281,91.8,21.94,127,22.33,0.431,0,4.441
1450,04/28/18 22:55:00,23.62,294,91.9,21.94,132,22.25,0.431,0,4.477
1451,04/28/18 23:00:00,23.52,264,91.5,21.94,118,22.08,0.431,0,4.462
1452,04/28/18 23:05:00,23.4,216,91.5,21.94,98,21.97,0.431,0,4.45
1453,04/28/18 23:10:00,23.47,281,91.5,21.91,129,22.04,0.431,0,4.441
1454,04/28/18 23:15:00,23.4,289,91.2,21.91,131,21.91,0.431,0,4.433
1455,04/28/18 23:20:00,23.33,279,90.9,21.91,127,21.79,0.4305,0,4.426
1456,04/28/18 23:25:00,23.14,396,90.3,21.89,178,21.49,0.431,0,4.421
1457,04/28/18 23:30:00,23.14,286,89.8,21.87,127,21.4,0.431,0,4.415
1458,04/28/18 23:35:00,22.99,311,89.9,21.87,139,21.27,0.4305,0,4.412
